median house value,median income,housing median age,total rooms,total bedrooms,population,households,latitude,longitude
1.92E+05,5.25E+00,1.30E+01,1.47E+03,2.21E+02,6.88E+02,2.31E+02,3.8969999999999999e+001 -1.2109000000000000e+002,
1.92E+05,5.01E+00,1.60E+01,1.11E+03,1.95E+02,5.05E+02,1.87E+02,3.9000000000000000e+001 -1.2109999999999999e+002,
1.56E+05,2.75E+00,1.80E+01,1.93E+03,3.80E+02,1.27E+03,3.77E+02,3.8950000000000003e+001 -1.2108000000000000e+002,
1.68E+05,2.43E+00,1.40E+01,4.24E+03,8.24E+02,1.73E+03,7.94E+02,3.8930000000000000e+001 -1.2108000000000000e+002,
1.51E+05,4.71E+00,1.40E+01,1.71E+03,2.94E+02,8.39E+02,2.97E+02,3.8939999999999998e+001 -1.2106999999999999e+002,
1.53E+05,2.75E+00,2.20E+01,1.93E+03,4.45E+02,1.01E+03,4.07E+02,3.8950000000000003e+001 -1.2104000000000001e+002,
1.67E+05,2.37E+00,1.70E+01,2.29E+03,4.50E+02,1.18E+03,3.97E+02,3.9039999999999999e+001 -1.2098999999999999e+002,
1.63E+05,3.64E+00,1.70E+01,3.40E+03,6.61E+02,1.54E+03,6.22E+02,3.8990000000000002e+001 -1.2098000000000000e+002,
1.74E+05,4.81E+00,2.10E+01,4.06E+03,7.30E+02,1.87E+03,6.93E+02,3.9000000000000000e+001 -1.2104000000000001e+002,
1.85E+05,3.97E+00,1.70E+01,4.79E+03,7.99E+02,2.07E+03,7.70E+02,3.9009999999999998e+001 -1.2102000000000000e+002,
3.13E+05,1.10E+01,4.00E+00,1.70E+02,2.30E+01,9.30E+01,2.70E+01,3.9000000000000000e+001 -1.2100000000000000e+002,
1.43E+05,3.92E+00,2.50E+01,2.69E+03,5.98E+02,9.64E+02,3.73E+02,3.9180000000000000e+001 -1.2087000000000000e+002,
1.29E+05,2.86E+00,1.70E+01,1.82E+03,3.89E+02,7.36E+02,2.83E+02,3.9149999999999999e+001 -1.2087000000000000e+002,
1.19E+05,3.01E+00,1.50E+01,4.13E+03,9.03E+02,7.23E+02,2.66E+02,3.9270000000000003e+001 -1.2058000000000000e+002,
1.75E+05,3.00E+00,1.60E+01,8.68E+02,1.78E+02,4.40E+01,2.10E+01,3.9299999999999997e+001 -1.2033000000000000e+002,
1.41E+05,4.08E+00,1.40E+01,1.01E+04,1.55E+03,7.01E+02,2.54E+02,3.9280000000000001e+001 -1.2018000000000001e+002,
2.44E+05,3.37E+00,2.20E+01,8.26E+03,1.41E+03,8.45E+02,3.53E+02,3.9200000000000003e+001 -1.2022000000000000e+002,
1.39E+05,2.53E+00,2.40E+01,2.07E+03,4.36E+02,9.09E+02,3.74E+02,3.9119999999999997e+001 -1.2095999999999999e+002,
1.48E+05,3.04E+00,2.00E+01,4.57E+03,9.06E+02,2.13E+03,8.15E+02,3.9079999999999998e+001 -1.2098000000000000e+002,
1.52E+05,3.20E+00,8.00E+00,3.76E+03,7.17E+02,1.74E+03,6.61E+02,3.9049999999999997e+001 -1.2094000000000000e+002,
8.78E+04,1.89E+00,2.50E+01,2.22E+03,5.11E+02,9.12E+02,4.49E+02,3.9930000000000000e+001 -1.2098000000000000e+002,
8.35E+04,2.81E+00,2.60E+01,2.02E+03,3.85E+02,9.22E+02,3.65E+02,3.9930000000000000e+001 -1.2095000000000000e+002,
7.09E+04,2.02E+00,2.00E+01,1.51E+03,3.28E+02,7.91E+02,3.20E+02,3.9899999999999999e+001 -1.2093000000000001e+002,
8.19E+04,2.88E+00,2.30E+01,2.68E+03,5.46E+02,1.42E+03,5.29E+02,3.9930000000000000e+001 -1.2090000000000001e+002,
9.66E+04,3.54E+00,2.00E+01,1.35E+03,2.38E+02,6.01E+02,2.03E+02,3.9950000000000003e+001 -1.2090000000000001e+002,
1.19E+05,2.96E+00,1.50E+01,1.67E+03,3.51E+02,8.16E+02,3.16E+02,3.9960000000000001e+001 -1.2093000000000001e+002,
1.03E+05,2.65E+00,3.50E+01,3.83E+02,9.20E+01,2.02E+02,7.20E+01,4.0020000000000003e+001 -1.2092000000000000e+002,
8.82E+04,2.27E+00,2.30E+01,1.02E+03,2.18E+02,3.87E+02,1.52E+02,3.9899999999999999e+001 -1.2073999999999999e+002,
1.02E+05,2.12E+00,1.50E+01,1.29E+03,2.83E+02,5.82E+02,2.42E+02,3.9780000000000001e+001 -1.2056999999999999e+002,
1.31E+05,2.20E+00,1.50E+01,3.76E+03,7.84E+02,7.17E+02,3.48E+02,3.9719999999999999e+001 -1.2066000000000000e+002,
1.27E+05,3.96E+00,9.00E+00,1.96E+03,3.98E+02,2.94E+02,1.22E+02,3.9820000000000000e+001 -1.2073999999999999e+002,
8.30E+04,2.59E+00,8.00E+00,1.12E+03,2.14E+02,2.70E+01,3.90E+01,3.9750000000000000e+001 -1.2100000000000000e+002,
8.88E+04,2.21E+00,1.60E+01,2.53E+03,5.57E+02,6.38E+02,2.44E+02,3.9859999999999999e+001 -1.2114000000000000e+002,
7.19E+04,2.52E+00,1.80E+01,1.23E+03,2.66E+02,5.43E+02,2.01E+02,3.9789999999999999e+001 -1.2053000000000000e+002,
1.00E+05,2.38E+00,1.10E+01,5.13E+02,1.04E+02,2.04E+02,8.60E+01,3.9780000000000001e+001 -1.2048000000000000e+002,
5.59E+04,1.78E+00,4.70E+01,2.15E+03,4.56E+02,9.65E+02,4.19E+02,3.9799999999999997e+001 -1.2045000000000000e+002,
7.59E+04,2.27E+00,1.80E+01,3.41E+03,6.73E+02,1.57E+03,6.17E+02,3.9829999999999998e+001 -1.2045999999999999e+002,
9.28E+04,2.17E+00,1.00E+01,1.26E+03,2.58E+02,5.10E+02,2.09E+02,3.9820000000000000e+001 -1.2038000000000000e+002,
8.25E+04,3.06E+00,1.90E+01,7.85E+02,1.51E+02,3.66E+02,1.40E+02,3.9799999999999997e+001 -1.2015000000000001e+002,
8.92E+04,2.21E+00,2.20E+01,1.33E+03,2.61E+02,5.97E+02,2.22E+02,4.0170000000000002e+001 -1.2094000000000000e+002,
6.96E+04,2.21E+00,2.40E+01,1.63E+03,3.13E+02,6.41E+02,2.74E+02,4.0079999999999998e+001 -1.2091000000000000e+002,
5.80E+04,1.58E+00,3.10E+01,3.13E+03,6.64E+02,1.35E+03,5.80E+02,4.0140000000000001e+001 -1.2094000000000000e+002,
7.50E+04,1.63E+00,3.80E+01,7.25E+02,1.90E+02,2.19E+02,1.15E+02,4.0009999999999998e+001 -1.2123000000000000e+002,
8.94E+04,2.96E+00,1.90E+01,8.97E+02,1.80E+02,2.76E+02,1.10E+02,4.0130000000000003e+001 -1.2070999999999999e+002,
6.75E+04,2.63E+00,2.50E+01,9.58E+02,2.45E+02,2.80E+01,1.60E+01,4.0270000000000003e+001 -1.2125000000000000e+002,
9.36E+04,3.60E+00,3.60E+01,1.60E+03,3.01E+02,6.32E+02,2.62E+02,4.0310000000000002e+001 -1.2123999999999999e+002,
7.71E+04,2.15E+00,2.10E+01,3.23E+03,6.67E+02,1.50E+03,5.82E+02,4.0289999999999999e+001 -1.2123000000000000e+002,
1.94E+05,5.85E+00,1.00E+01,1.57E+03,2.32E+02,2.47E+02,1.04E+02,4.0229999999999997e+001 -1.2119000000000000e+002,
1.38E+05,1.69E+00,1.10E+01,9.19E+02,1.99E+02,6.90E+01,4.30E+01,4.0189999999999998e+001 -1.2108000000000000e+002,
1.44E+05,3.48E+00,2.30E+01,1.13E+03,2.25E+02,2.15E+02,8.50E+01,4.0229999999999997e+001 -1.2106000000000000e+002,
1.13E+05,3.65E+00,1.50E+01,1.72E+03,3.36E+02,5.01E+02,2.06E+02,4.0299999999999997e+001 -1.2109000000000000e+002,
1.12E+05,1.69E+00,1.70E+01,1.94E+03,3.94E+02,3.84E+02,1.72E+02,4.0289999999999999e+001 -1.2114000000000000e+002,
1.45E+05,3.35E+00,1.40E+01,5.16E+03,8.80E+02,6.16E+02,2.81E+02,4.0250000000000000e+001 -1.2115000000000001e+002,
8.78E+04,2.55E+00,3.80E+01,1.21E+03,2.54E+02,7.23E+02,2.36E+02,3.4000000000000000e+001 -1.1734999999999999e+002,
9.29E+04,2.97E+00,4.20E+01,1.18E+03,2.61E+02,8.04E+02,2.83E+02,3.3990000000000002e+001 -1.1736000000000000e+002,
8.89E+04,2.43E+00,3.60E+01,7.30E+02,1.55E+02,4.76E+02,1.42E+02,3.4000000000000000e+001 -1.1737000000000000e+002,
9.06E+04,3.02E+00,4.10E+01,1.25E+03,2.78E+02,7.70E+02,2.50E+02,3.4000000000000000e+001 -1.1737000000000000e+002,
1.05E+05,3.36E+00,1.90E+01,4.59E+03,8.95E+02,2.77E+03,8.38E+02,3.4000000000000000e+001 -1.1736000000000000e+002,
1.24E+05,3.64E+00,1.50E+01,1.39E+03,2.47E+02,7.03E+02,1.85E+02,3.4009999999999998e+001 -1.1737000000000000e+002,
1.24E+05,3.37E+00,4.50E+01,2.88E+03,5.14E+02,1.47E+03,5.15E+02,3.4000000000000000e+001 -1.1738000000000000e+002,
1.42E+05,2.71E+00,5.20E+01,1.80E+03,3.32E+02,9.05E+02,3.13E+02,3.3990000000000002e+001 -1.1738000000000000e+002,
1.02E+05,2.03E+00,5.20E+01,2.27E+03,5.71E+02,1.17E+03,5.04E+02,3.3979999999999997e+001 -1.1738000000000000e+002,
1.69E+05,3.15E+00,3.70E+01,2.34E+03,4.52E+02,9.48E+02,4.37E+02,3.3979999999999997e+001 -1.1739000000000000e+002,
1.25E+05,3.07E+00,2.40E+01,9.50E+02,1.83E+02,3.83E+02,1.82E+02,3.3969999999999999e+001 -1.1741000000000000e+002,
9.67E+04,2.12E+00,4.30E+01,2.86E+03,7.72E+02,1.88E+03,6.75E+02,3.3979999999999997e+001 -1.1737000000000000e+002,
1.55E+05,1.64E+00,2.90E+01,1.16E+03,2.97E+02,2.03E+03,2.53E+02,3.3969999999999999e+001 -1.1738000000000000e+002,
1.63E+05,2.15E+00,1.00E+01,6.42E+02,1.76E+02,4.62E+02,1.86E+02,3.3979999999999997e+001 -1.1738000000000000e+002,
9.58E+04,1.12E+00,2.70E+01,1.34E+03,5.47E+02,8.44E+02,4.84E+02,3.3979999999999997e+001 -1.1737000000000000e+002,
1.14E+05,1.69E+00,4.40E+01,9.17E+02,2.24E+02,6.66E+02,2.20E+02,3.3990000000000002e+001 -1.1737000000000000e+002,
8.23E+04,2.04E+00,4.60E+01,1.68E+03,4.53E+02,1.57E+03,4.35E+02,3.3979999999999997e+001 -1.1736000000000000e+002,
9.24E+04,2.58E+00,3.40E+01,3.68E+03,6.97E+02,2.65E+03,6.82E+02,3.3969999999999999e+001 -1.1737000000000000e+002,
7.99E+04,1.45E+00,3.80E+01,1.16E+03,2.41E+02,8.77E+02,2.00E+02,3.3969999999999999e+001 -1.1737000000000000e+002,
8.48E+04,1.95E+00,4.00E+01,1.17E+03,2.50E+02,9.76E+02,2.44E+02,3.3969999999999999e+001 -1.1737000000000000e+002,
1.25E+05,2.02E+00,5.20E+01,2.01E+02,4.40E+01,1.30E+02,2.40E+01,3.3979999999999997e+001 -1.1737000000000000e+002,
1.13E+05,2.61E+00,4.50E+01,1.31E+02,2.80E+01,8.90E+01,3.10E+01,3.3990000000000002e+001 -1.1734999999999999e+002,
8.59E+04,1.69E+00,3.10E+01,4.16E+03,1.24E+03,3.93E+03,1.08E+03,3.3979999999999997e+001 -1.1734999999999999e+002,
1.23E+05,3.02E+00,2.70E+01,3.96E+03,8.86E+02,2.81E+03,8.38E+02,3.3969999999999999e+001 -1.1734999999999999e+002,
8.22E+04,2.76E+00,3.20E+01,1.63E+03,3.35E+02,1.21E+03,3.27E+02,3.3969999999999999e+001 -1.1736000000000000e+002,
8.07E+04,2.47E+00,3.30E+01,2.07E+03,4.69E+02,1.85E+03,4.67E+02,3.3979999999999997e+001 -1.1736000000000000e+002,
2.17E+05,7.25E+00,3.30E+01,3.97E+03,5.48E+02,1.40E+03,5.28E+02,3.3960000000000001e+001 -1.1737000000000000e+002,
2.35E+05,8.24E+00,2.50E+01,2.40E+03,3.16E+02,9.51E+02,3.14E+02,3.3960000000000001e+001 -1.1734999999999999e+002,
2.05E+05,7.66E+00,2.80E+01,1.65E+03,2.10E+02,5.57E+02,2.11E+02,3.3950000000000003e+001 -1.1734999999999999e+002,
2.20E+05,6.66E+00,1.40E+01,9.29E+03,1.27E+03,3.57E+03,1.24E+03,3.3939999999999998e+001 -1.1737000000000000e+002,
3.15E+05,8.53E+00,7.00E+00,9.38E+03,1.18E+03,3.57E+03,1.11E+03,3.3920000000000002e+001 -1.1736000000000000e+002,
1.36E+05,4.32E+00,5.20E+01,3.31E+03,5.53E+02,1.27E+03,5.29E+02,3.3969999999999999e+001 -1.1739000000000000e+002,
1.50E+05,2.69E+00,3.00E+01,2.95E+03,7.03E+02,1.41E+03,5.80E+02,3.3969999999999999e+001 -1.1738000000000000e+002,
1.29E+05,3.29E+00,5.20E+01,1.99E+03,3.45E+02,9.48E+02,3.58E+02,3.3960000000000001e+001 -1.1739000000000000e+002,
1.26E+05,3.58E+00,5.10E+01,1.81E+03,3.22E+02,7.09E+02,2.98E+02,3.3960000000000001e+001 -1.1740000000000001e+002,
1.18E+05,3.40E+00,4.80E+01,1.92E+03,3.48E+02,1.06E+03,3.76E+02,3.3969999999999999e+001 -1.1739000000000000e+002,
1.49E+05,5.02E+00,3.80E+01,1.38E+03,2.38E+02,6.49E+02,2.32E+02,3.3969999999999999e+001 -1.1740000000000001e+002,
1.35E+05,3.86E+00,4.10E+01,1.71E+03,2.76E+02,6.60E+02,2.69E+02,3.3969999999999999e+001 -1.1740000000000001e+002,
1.19E+05,2.38E+00,3.20E+01,2.84E+03,6.17E+02,1.39E+03,5.95E+02,3.3960000000000001e+001 -1.1741000000000000e+002,
1.23E+05,3.86E+00,2.40E+01,4.48E+03,9.01E+02,2.40E+03,8.23E+02,3.3960000000000001e+001 -1.1741000000000000e+002,
1.58E+05,4.34E+00,3.40E+01,2.32E+03,3.65E+02,9.56E+02,3.89E+02,3.3969999999999999e+001 -1.1741000000000000e+002,
1.13E+05,1.25E+01,2.90E+01,1.24E+02,2.20E+01,5.00E+01,1.80E+01,3.3960000000000001e+001 -1.1744000000000000e+002,
1.17E+05,3.87E+00,2.80E+01,3.75E+03,6.51E+02,2.40E+03,6.46E+02,3.3960000000000001e+001 -1.1743000000000001e+002,
1.15E+05,3.73E+00,3.10E+01,9.14E+02,1.77E+02,5.56E+02,1.61E+02,3.3950000000000003e+001 -1.1744000000000000e+002,
1.12E+05,3.14E+00,4.60E+01,2.19E+03,4.23E+02,8.66E+02,3.89E+02,3.3950000000000003e+001 -1.1740000000000001e+002,
1.17E+05,2.44E+00,3.20E+01,1.98E+03,4.91E+02,9.54E+02,4.44E+02,3.3950000000000003e+001 -1.1740000000000001e+002,
1.32E+05,2.96E+00,3.70E+01,1.59E+03,2.83E+02,6.75E+02,3.05E+02,3.3950000000000003e+001 -1.1741000000000000e+002,
1.24E+05,3.05E+00,3.70E+01,1.46E+03,2.57E+02,8.49E+02,2.87E+02,3.3950000000000003e+001 -1.1741000000000000e+002,
1.11E+05,2.82E+00,3.20E+01,4.25E+03,8.48E+02,2.49E+03,7.98E+02,3.3950000000000003e+001 -1.1742000000000000e+002,
9.81E+04,2.75E+00,3.30E+01,2.28E+03,4.69E+02,1.69E+03,4.59E+02,3.3960000000000001e+001 -1.1742000000000000e+002,
1.13E+05,3.02E+00,2.70E+01,2.34E+03,4.18E+02,1.27E+03,4.15E+02,3.3960000000000001e+001 -1.1741000000000000e+002,
1.34E+05,3.45E+00,3.00E+01,3.15E+03,6.23E+02,1.54E+03,5.75E+02,3.3960000000000001e+001 -1.1738000000000000e+002,
1.23E+05,3.17E+00,3.60E+01,1.38E+03,2.69E+02,5.98E+02,2.62E+02,3.3950000000000003e+001 -1.1739000000000000e+002,
1.21E+05,4.13E+00,3.50E+01,1.60E+03,2.84E+02,7.21E+02,2.87E+02,3.3950000000000003e+001 -1.1739000000000000e+002,
1.21E+05,1.16E+00,4.30E+01,6.33E+02,1.66E+02,2.92E+02,1.35E+02,3.3950000000000003e+001 -1.1740000000000001e+002,
1.14E+05,4.08E+00,4.90E+01,2.53E+03,4.61E+02,1.34E+03,4.51E+02,3.3960000000000001e+001 -1.1739000000000000e+002,
1.43E+05,4.35E+00,3.20E+01,2.22E+03,3.51E+02,7.71E+02,3.11E+02,3.3950000000000003e+001 -1.1737000000000000e+002,
1.40E+05,4.10E+00,2.00E+01,1.68E+03,2.96E+02,7.06E+02,2.91E+02,3.3939999999999998e+001 -1.1737000000000000e+002,
1.37E+05,4.06E+00,2.10E+01,2.47E+03,3.80E+02,1.16E+03,3.85E+02,3.3939999999999998e+001 -1.1738000000000000e+002,
1.28E+05,4.83E+00,2.60E+01,3.01E+03,4.94E+02,1.83E+03,4.85E+02,3.3930000000000000e+001 -1.1739000000000000e+002,
1.09E+05,3.71E+00,3.50E+01,3.31E+03,6.80E+02,1.74E+03,6.73E+02,3.3950000000000003e+001 -1.1739000000000000e+002,
8.27E+04,3.05E+00,3.00E+01,1.20E+03,2.51E+02,1.02E+03,2.14E+02,3.3939999999999998e+001 -1.1740000000000001e+002,
8.13E+04,2.22E+00,3.50E+01,1.47E+03,2.98E+02,1.17E+03,2.61E+02,3.3930000000000000e+001 -1.1740000000000001e+002,
8.93E+04,4.02E+00,3.50E+01,7.93E+02,1.50E+02,6.69E+02,1.28E+02,3.3930000000000000e+001 -1.1741000000000000e+002,
1.12E+05,3.59E+00,3.70E+01,9.87E+02,1.87E+02,5.51E+02,1.91E+02,3.3939999999999998e+001 -1.1740000000000001e+002,
1.16E+05,3.15E+00,4.20E+01,9.43E+02,1.71E+02,4.66E+02,2.03E+02,3.3939999999999998e+001 -1.1740000000000001e+002,
1.18E+05,2.87E+00,3.30E+01,2.07E+03,4.76E+02,9.11E+02,4.20E+02,3.3939999999999998e+001 -1.1741000000000000e+002,
1.13E+05,3.25E+00,2.90E+01,3.18E+03,7.14E+02,1.60E+03,7.06E+02,3.3939999999999998e+001 -1.1741000000000000e+002,
1.26E+05,3.18E+00,3.20E+01,2.89E+03,5.95E+02,1.51E+03,5.90E+02,3.3930000000000000e+001 -1.1742000000000000e+002,
1.19E+05,2.44E+00,2.20E+01,4.18E+03,1.08E+03,2.10E+03,1.01E+03,3.3939999999999998e+001 -1.1741000000000000e+002,
1.14E+05,3.54E+00,2.60E+01,2.42E+03,5.32E+02,1.38E+03,4.69E+02,3.3939999999999998e+001 -1.1742000000000000e+002,
1.14E+05,4.15E+00,3.50E+01,1.76E+03,3.25E+02,1.09E+03,3.53E+02,3.3939999999999998e+001 -1.1742000000000000e+002,
1.05E+05,4.05E+00,3.60E+01,2.28E+03,4.44E+02,1.43E+03,4.05E+02,3.3950000000000003e+001 -1.1743000000000001e+002,
1.13E+05,4.51E+00,3.60E+01,2.39E+03,3.96E+02,1.18E+03,3.74E+02,3.3930000000000000e+001 -1.1743000000000001e+002,
1.29E+05,2.19E+00,1.50E+01,4.84E+03,1.37E+03,3.01E+03,1.24E+03,3.3930000000000000e+001 -1.1743000000000001e+002,
1.09E+05,2.49E+00,3.10E+01,1.27E+03,2.62E+02,6.86E+02,2.54E+02,3.3930000000000000e+001 -1.1743000000000001e+002,
1.16E+05,4.63E+00,3.40E+01,1.58E+03,2.72E+02,8.80E+02,2.84E+02,3.3930000000000000e+001 -1.1744000000000000e+002,
1.04E+05,2.10E+00,1.20E+01,3.54E+03,8.69E+02,1.99E+03,8.59E+02,3.3939999999999998e+001 -1.1745000000000000e+002,
1.14E+05,3.91E+00,3.20E+01,2.35E+03,4.52E+02,1.48E+03,4.25E+02,3.3939999999999998e+001 -1.1744000000000000e+002,
1.27E+05,3.91E+00,3.00E+01,2.99E+03,5.16E+02,1.52E+03,5.07E+02,3.3939999999999998e+001 -1.1744000000000000e+002,
1.19E+05,4.18E+00,3.20E+01,1.81E+03,3.20E+02,9.03E+02,3.06E+02,3.3939999999999998e+001 -1.1744000000000000e+002,
1.30E+05,4.38E+00,3.30E+01,1.37E+03,2.36E+02,7.15E+02,2.27E+02,3.3930000000000000e+001 -1.1744000000000000e+002,
1.14E+05,3.27E+00,2.00E+01,6.00E+03,1.32E+03,3.19E+03,1.20E+03,3.3930000000000000e+001 -1.1745000000000000e+002,
1.11E+05,3.04E+00,3.30E+01,2.43E+03,5.25E+02,1.47E+03,5.17E+02,3.3920000000000002e+001 -1.1744000000000000e+002,
1.21E+05,3.73E+00,2.90E+01,2.32E+03,4.22E+02,1.36E+03,4.15E+02,3.3909999999999997e+001 -1.1745000000000000e+002,
1.13E+05,2.25E+00,3.50E+01,2.55E+03,5.88E+02,1.84E+03,5.51E+02,3.3920000000000002e+001 -1.1745000000000000e+002,
1.14E+05,2.39E+00,2.50E+01,2.89E+03,5.83E+02,2.33E+03,5.77E+02,3.3920000000000002e+001 -1.1739000000000000e+002,
3.14E+05,3.67E+00,3.20E+01,1.26E+03,1.78E+02,5.08E+02,1.80E+02,3.3899999999999999e+001 -1.1740000000000001e+002,
1.49E+05,4.28E+00,2.30E+01,4.49E+03,7.54E+02,2.61E+03,7.78E+02,3.3899999999999999e+001 -1.1744000000000000e+002,
1.38E+05,4.32E+00,1.50E+01,1.43E+04,2.51E+03,7.54E+03,2.25E+03,3.3909999999999997e+001 -1.1743000000000001e+002,
1.94E+05,7.72E+00,4.00E+00,8.00E+01,1.00E+01,5.50E+01,1.30E+01,3.3890000000000001e+001 -1.1742000000000000e+002,
8.78E+04,2.71E+00,2.50E+01,1.86E+03,3.66E+02,1.31E+03,3.31E+02,3.4009999999999998e+001 -1.1740000000000001e+002,
9.20E+04,2.64E+00,3.40E+01,1.23E+03,2.16E+02,8.41E+02,1.99E+02,3.4009999999999998e+001 -1.1741000000000000e+002,
9.78E+04,3.05E+00,3.30E+01,3.08E+03,5.70E+02,1.75E+03,4.49E+02,3.4020000000000003e+001 -1.1743000000000001e+002,
1.63E+05,4.23E+00,9.00E+00,5.46E+03,8.82E+02,3.02E+03,8.58E+02,3.4020000000000003e+001 -1.1742000000000000e+002,
8.68E+04,1.70E+00,2.40E+01,2.32E+03,5.99E+02,1.83E+03,5.32E+02,3.4000000000000000e+001 -1.1740000000000001e+002,
7.62E+04,2.07E+00,3.10E+01,1.19E+03,3.07E+02,1.01E+03,2.83E+02,3.4000000000000000e+001 -1.1740000000000001e+002,
8.34E+04,1.91E+00,3.80E+01,2.23E+03,5.71E+02,1.70E+03,5.30E+02,3.4000000000000000e+001 -1.1741000000000000e+002,
1.52E+05,4.26E+00,2.10E+01,2.63E+03,4.21E+02,1.38E+03,4.06E+02,3.3979999999999997e+001 -1.1743000000000001e+002,
1.20E+05,3.06E+00,1.60E+01,1.01E+04,2.04E+03,5.91E+03,1.91E+03,3.3979999999999997e+001 -1.1742000000000000e+002,
9.52E+04,2.76E+00,2.60E+01,3.04E+03,5.98E+02,1.72E+03,5.51E+02,3.4009999999999998e+001 -1.1745000000000000e+002,
9.83E+04,3.09E+00,3.40E+01,2.10E+03,4.26E+02,1.15E+03,3.77E+02,3.4009999999999998e+001 -1.1743000000000001e+002,
8.86E+04,1.47E+00,2.60E+01,2.37E+03,6.21E+02,1.65E+03,6.12E+02,3.4000000000000000e+001 -1.1741000000000000e+002,
9.66E+04,3.02E+00,3.20E+01,1.62E+03,3.46E+02,1.15E+03,3.85E+02,3.4000000000000000e+001 -1.1742000000000000e+002,
1.17E+05,4.57E+00,1.80E+01,3.31E+03,5.47E+02,1.74E+03,4.57E+02,3.3990000000000002e+001 -1.1743000000000001e+002,
1.71E+05,4.56E+00,1.20E+01,9.97E+03,1.52E+03,5.01E+03,1.49E+03,3.3990000000000002e+001 -1.1744000000000000e+002,
1.29E+05,4.41E+00,1.50E+01,1.93E+03,3.17E+02,1.24E+03,3.16E+02,3.4000000000000000e+001 -1.1750000000000000e+002,
1.16E+05,4.84E+00,2.10E+01,2.05E+03,3.92E+02,1.15E+03,3.36E+02,3.3990000000000002e+001 -1.1748999999999999e+002,
1.15E+05,3.40E+00,2.00E+01,2.45E+03,4.75E+02,1.79E+03,4.56E+02,3.3979999999999997e+001 -1.1748000000000000e+002,
1.61E+05,4.84E+00,1.70E+01,2.73E+03,4.62E+02,1.69E+03,4.48E+02,3.3979999999999997e+001 -1.1748999999999999e+002,
1.39E+05,4.21E+00,2.10E+01,2.39E+03,4.16E+02,1.29E+03,3.81E+02,3.3979999999999997e+001 -1.1750000000000000e+002,
1.58E+05,4.99E+00,8.00E+00,1.21E+04,1.91E+03,5.81E+03,1.72E+03,3.3979999999999997e+001 -1.1747000000000000e+002,
1.21E+05,4.37E+00,2.30E+01,2.00E+03,3.76E+02,1.36E+03,3.88E+02,3.4009999999999998e+001 -1.1748000000000000e+002,
1.08E+05,3.67E+00,3.50E+01,2.05E+03,4.27E+02,1.47E+03,4.25E+02,3.4020000000000003e+001 -1.1748999999999999e+002,
1.42E+05,4.45E+00,2.10E+01,3.74E+03,7.38E+02,2.02E+03,6.40E+02,3.4020000000000003e+001 -1.1748999999999999e+002,
1.35E+05,2.18E+00,2.40E+01,7.78E+03,1.84E+03,4.00E+03,1.77E+03,3.4020000000000003e+001 -1.1751000000000001e+002,
1.46E+05,3.85E+00,1.20E+01,6.75E+03,1.15E+03,3.27E+03,1.13E+03,3.4000000000000000e+001 -1.1748000000000000e+002,
1.25E+05,3.21E+00,3.60E+01,3.79E+03,7.46E+02,2.26E+03,6.72E+02,3.4000000000000000e+001 -1.1751000000000001e+002,
1.83E+05,5.28E+00,1.40E+01,1.36E+04,2.06E+03,7.60E+03,2.09E+03,3.3990000000000002e+001 -1.1752000000000000e+002,
1.41E+05,3.89E+00,3.40E+01,1.29E+03,2.15E+02,7.74E+02,2.17E+02,3.3969999999999999e+001 -1.1753000000000000e+002,
1.41E+05,4.08E+00,2.90E+01,1.43E+03,2.73E+02,8.72E+02,2.83E+02,3.3969999999999999e+001 -1.1753000000000000e+002,
1.38E+05,3.67E+00,3.50E+01,3.52E+02,6.20E+01,1.84E+02,5.70E+01,3.3969999999999999e+001 -1.1751000000000001e+002,
3.75E+05,5.33E+00,1.90E+01,2.56E+02,3.40E+01,1.01E+02,2.80E+01,3.4020000000000003e+001 -1.1753000000000000e+002,
1.53E+05,3.19E+00,2.60E+01,2.93E+03,5.75E+02,1.92E+03,5.01E+02,3.3939999999999998e+001 -1.1759999999999999e+002,
7.50E+04,2.70E+00,1.70E+01,3.58E+03,7.00E+02,1.59E+03,7.19E+02,3.4000000000000000e+001 -1.1755000000000000e+002,
2.03E+05,4.23E+00,2.10E+01,5.68E+03,9.35E+02,2.83E+03,8.65E+02,3.3939999999999998e+001 -1.1753000000000000e+002,
1.64E+05,4.48E+00,3.00E+01,5.40E+03,9.26E+02,2.67E+03,8.64E+02,3.3939999999999998e+001 -1.1755000000000000e+002,
1.64E+05,1.63E+00,2.90E+01,2.66E+02,4.20E+01,1.36E+02,4.00E+01,3.3939999999999998e+001 -1.1756000000000000e+002,
2.57E+05,7.02E+00,6.00E+00,5.75E+02,7.30E+01,3.18E+02,8.80E+01,3.3939999999999998e+001 -1.1756000000000000e+002,
2.72E+05,7.54E+00,3.00E+00,1.24E+03,1.51E+02,5.19E+02,1.46E+02,3.3930000000000000e+001 -1.1756999999999999e+002,
2.29E+05,5.93E+00,1.70E+01,3.20E+03,4.44E+02,1.58E+03,4.62E+02,3.3950000000000003e+001 -1.1755000000000000e+002,
2.03E+05,5.49E+00,7.00E+00,1.02E+04,1.49E+03,5.21E+03,1.51E+03,3.3909999999999997e+001 -1.1759000000000000e+002,
1.38E+05,3.55E+00,7.00E+00,3.80E+03,8.50E+02,2.37E+03,7.20E+02,3.3899999999999999e+001 -1.1756999999999999e+002,
